id,text,term,polarity,from,to,category,polarity2,,,,,term,category,,,combine
504,Decor is nice and minimalistcomma food simple yet very well presented and cookedcomma and the wine list matches the food very well.,food,positive,30,34,,,,,,,food,,,,food 
504,Decor is nice and minimalistcomma food simple yet very well presented and cookedcomma and the wine list matches the food very well.,wine list,positive,86,95,,,,,,,wine list,,,,wine list 
504,Decor is nice and minimalistcomma food simple yet very well presented and cookedcomma and the wine list matches the food very well.,food,neutral,108,112,,,,,,,food,,,,food 
504,Decor is nice and minimalistcomma food simple yet very well presented and cookedcomma and the wine list matches the food very well.,,,,,food,positive,,,,,,food,,, food
504,Decor is nice and minimalistcomma food simple yet very well presented and cookedcomma and the wine list matches the food very well.,,,,,ambience,positive,,,,,,ambience,,, ambience
1853,I had the salmon dish and while it was finecomma for the price paidcomma I expected it to have some type of flavor.,salmon dish,conflict,10,21,,,,,,,salmon dish,,,,salmon dish 
1853,I had the salmon dish and while it was finecomma for the price paidcomma I expected it to have some type of flavor.,flavor,negative,100,106,,,,,,,flavor,,,,flavor 
1853,I had the salmon dish and while it was finecomma for the price paidcomma I expected it to have some type of flavor.,price,neutral,53,58,,,,,,,price,,,,price 
1853,I had the salmon dish and while it was finecomma for the price paidcomma I expected it to have some type of flavor.,,,,,food,conflict,,,,,,food,,, food
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna melt,negative,13,22,,,,,,,tuna melt,,,,tuna melt 
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,cheese,neutral,42,48,,,,,,,cheese,,,,cheese 
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna sandwich,negative,70,83,,,,,,,tuna sandwich,,,,tuna sandwich 
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,,,,,food,negative,,,,,,food,,, food
2482,Especially liked chicken tikka and the naancomma and the dals.,chicken tikka,positive,17,30,,,,,,,chicken tikka,,,,chicken tikka 
2482,Especially liked chicken tikka and the naancomma and the dals.,naan,positive,39,43,,,,,,,naan,,,,naan 
2482,Especially liked chicken tikka and the naancomma and the dals.,dals,positive,53,57,,,,,,,dals,,,,dals 
2482,Especially liked chicken tikka and the naancomma and the dals.,,,,,food,positive,,,,,,food,,, food
791,The waiters were not attentive except that the bill turned up on the table before we were finished.,waiters,negative,4,11,,,,,,,waiters,,,,waiters 
791,The waiters were not attentive except that the bill turned up on the table before we were finished.,bill,negative,47,51,,,,,,,bill,,,,bill 
791,The waiters were not attentive except that the bill turned up on the table before we were finished.,,,,,service,negative,,,,,,service,,, service
998,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,lawns,positive,46,51,,,,,,,lawns,,,,lawns 
998,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,,,,,ambience,positive,,,,,,ambience,,, ambience
2872,My wife and I always enjoy the youngcomma not always well trained but nevertheless friendlycomma staffcomma all of whom have a story.,staff,conflict,89,94,,,,,,,staff,,,,staff 
2872,My wife and I always enjoy the youngcomma not always well trained but nevertheless friendlycomma staffcomma all of whom have a story.,,,,,service,conflict,,,,,,service,,, service
3281,We generally like good restaurants and eat out often but Kai was way to expensive for what we got.,,,,,price,negative,,,,,,price,,, price
2213,What a great place.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2607,The sangria was pretty tasty and good on a hot muggy day.,sangria,positive,4,11,,,,,,,sangria,,,,sangria 
2607,The sangria was pretty tasty and good on a hot muggy day.,,,,,food,positive,,,,,,food,,, food
1272,Don't eat here unless you're starving for thai food and you work next door.,thai food,negative,42,51,,,,,,,thai food,,,,thai food 
1272,Don't eat here unless you're starving for thai food and you work next door.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3369,This tiny Williamsburg spot is always pleasantly surprising.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3578,For the people who want great food plus great servicecomma Roxy is a place to AVOID!,food,negative,30,34,,,,,,,food,,,,food 
3578,For the people who want great food plus great servicecomma Roxy is a place to AVOID!,service,negative,46,53,,,,,,,service,,,,service 
3578,For the people who want great food plus great servicecomma Roxy is a place to AVOID!,,,,,food,negative,,,,,,food,,, food
3578,For the people who want great food plus great servicecomma Roxy is a place to AVOID!,,,,,service,negative,,,,,,service,,, service
572,I had the best ravioli ever.,ravioli,positive,15,22,,,,,,,ravioli,,,,ravioli 
572,I had the best ravioli ever.,,,,,food,positive,,,,,,food,,, food
2500,While the menu isn't especially groundbreakingcomma everything I've tried so far has been well-executed and tasty.,menu,conflict,10,14,,,,,,,menu,,,,menu 
2500,While the menu isn't especially groundbreakingcomma everything I've tried so far has been well-executed and tasty.,,,,,food,conflict,,,,,,food,,, food
45,Ive been here a bunch of times now and the service is always outstanding.,service,positive,43,50,,,,,,,service,,,,service 
45,Ive been here a bunch of times now and the service is always outstanding.,,,,,service,positive,,,,,,service,,, service
2445,The bill is approximately $25 for 2 at lunch without drinks.,bill,neutral,4,8,,,,,,,bill,,,,bill 
2445,The bill is approximately $25 for 2 at lunch without drinks.,lunch,neutral,39,44,,,,,,,lunch,,,,lunch 
2445,The bill is approximately $25 for 2 at lunch without drinks.,drinks,neutral,53,59,,,,,,,drinks,,,,drinks 
2445,The bill is approximately $25 for 2 at lunch without drinks.,,,,,price,neutral,,,,,,price,,, price
3217,Quite franklycomma this is some of the worst sushi I have ever tried.,sushi,negative,41,46,,,,,,,sushi,,,,sushi 
3217,Quite franklycomma this is some of the worst sushi I have ever tried.,,,,,food,negative,,,,,,food,,, food
1188,The food is greatcomma service is ok.,food,positive,4,8,,,,,,,food,,,,food 
1188,The food is greatcomma service is ok.,service,neutral,19,26,,,,,,,service,,,,service 
1188,The food is greatcomma service is ok.,,,,,food,positive,,,,,,food,,, food
1188,The food is greatcomma service is ok.,,,,,service,neutral,,,,,,service,,, service
1973,The overall price tag was very very expensivecomma something I did expect.,price tag,negative,12,21,,,,,,,price tag,,,,price tag 
1973,The overall price tag was very very expensivecomma something I did expect.,,,,,price,negative,,,,,,price,,, price
1334,By the time we were donecomma it was past 1:00am.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2392,Spice is great Thai foodcomma love the inexpensive appetizers.,Thai food,positive,15,24,,,,,,,Thai food,,,,Thai food 
2392,Spice is great Thai foodcomma love the inexpensive appetizers.,appetizers,positive,47,57,,,,,,,appetizers,,,,appetizers 
2392,Spice is great Thai foodcomma love the inexpensive appetizers.,,,,,food,positive,,,,,,food,,, food
2392,Spice is great Thai foodcomma love the inexpensive appetizers.,,,,,price,positive,,,,,,price,,, price
1791,Read all the other reviewcomma they'll confirm it.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1044,Even after they overcharged me the last time I was there.,,,,,service,negative,,,,,,service,,, service
925,The service was attentive.,service,positive,4,11,,,,,,,service,,,,service 
925,The service was attentive.,,,,,service,positive,,,,,,service,,, service
1828,He not only makes his own homemade mozzarellacomma but every pie is ultra fresh.,mozzarella,positive,35,45,,,,,,,mozzarella,,,,mozzarella 
1828,He not only makes his own homemade mozzarellacomma but every pie is ultra fresh.,pie,positive,57,60,,,,,,,pie,,,,pie 
1828,He not only makes his own homemade mozzarellacomma but every pie is ultra fresh.,,,,,food,positive,,,,,,food,,, food
2363,Fish was overdone.,Fish,negative,0,4,,,,,,,Fish,,,,Fish 
2363,Fish was overdone.,,,,,food,negative,,,,,,food,,, food
327,Great idea and base for restaurantcomma but work on the detailscomma people who think this was good need to go back to the shore towns and rethink what it should have tasted like.,,,,,anecdotes/miscellaneous,conflict,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2831,When you're sitting in their main dining room (which has a spectacularcomma hand-painted high ceiling) you'd never know there was a world outside.,main dining room,positive,29,45,,,,,,,main dining room,,,,main dining room 
2831,When you're sitting in their main dining room (which has a spectacularcomma hand-painted high ceiling) you'd never know there was a world outside.,ceiling,positive,90,97,,,,,,,ceiling,,,,ceiling 
2831,When you're sitting in their main dining room (which has a spectacularcomma hand-painted high ceiling) you'd never know there was a world outside.,,,,,ambience,positive,,,,,,ambience,,, ambience
2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,menu selections,positive,81,96,,,,,,,menu selections,,,,menu selections 
2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,service,positive,101,108,,,,,,,service,,,,service 
2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,,,,,food,positive,,,,,,food,,, food
2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,,,,,service,positive,,,,,,service,,, service
1374,I have been twice to this restaurant.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
985,also make sure you pay attention to the music being piped in - quite a weird selection.,music,neutral,40,45,,,,,,,music,,,,music 
985,also make sure you pay attention to the music being piped in - quite a weird selection.,,,,,ambience,neutral,,,,,,ambience,,, ambience
3061,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1843,The establishment scores big points in presentation and style.,establishment,positive,4,17,,,,,,,establishment,,,,establishment 
1843,The establishment scores big points in presentation and style.,,,,,ambience,positive,,,,,,ambience,,, ambience
2102,The rest of the dim sumcomma though pricey by Chinatown standardscomma is worth it.,dim sum,conflict,16,23,,,,,,,dim sum,,,,dim sum 
2102,The rest of the dim sumcomma though pricey by Chinatown standardscomma is worth it.,,,,,food,positive,,,,,,food,,, food
2102,The rest of the dim sumcomma though pricey by Chinatown standardscomma is worth it.,,,,,price,negative,,,,,,price,,, price
2149,Good food.,food,positive,5,9,,,,,,,food,,,,food 
2149,Good food.,,,,,food,positive,,,,,,food,,, food
964,The wait staff is very friendlycomma if not overly efficient.,wait staff,positive,4,14,,,,,,,wait staff,,,,wait staff 
964,The wait staff is very friendlycomma if not overly efficient.,,,,,service,positive,,,,,,service,,, service
748,Surprisingly nothing could be further from the truth.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
766,The dim sum however was very good.,dim sum,positive,4,11,,,,,,,dim sum,,,,dim sum 
766,The dim sum however was very good.,,,,,food,positive,,,,,,food,,, food
2674,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2501,Service has always been friendly and efficient.,Service,positive,0,7,,,,,,,Service,,,,Service 
2501,Service has always been friendly and efficient.,,,,,service,positive,,,,,,service,,, service
2222,Went there and had a combination of different seafood dishes and appetizers.,seafood dishes,neutral,46,60,,,,,,,seafood dishes,,,,seafood dishes 
2222,Went there and had a combination of different seafood dishes and appetizers.,appetizers,neutral,65,75,,,,,,,appetizers,,,,appetizers 
2222,Went there and had a combination of different seafood dishes and appetizers.,,,,,food,neutral,,,,,,food,,, food
2786,Its a great place for a casual date or to entertain clients for lunch.,lunch,neutral,64,69,,,,,,,lunch,,,,lunch 
2786,Its a great place for a casual date or to entertain clients for lunch.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
773,All we received was an apology as we left to see our show without dinner.,dinner,neutral,66,72,,,,,,,dinner,,,,dinner 
773,All we received was an apology as we left to see our show without dinner.,,,,,service,negative,,,,,,service,,, service
368,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,bottle of wine,neutral,84,98,,,,,,,bottle of wine,,,,bottle of wine 
368,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,neutral,45,51,,,,,,,grapes,,,,grapes 
368,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,,,,,service,negative,,,,,,service,,, service
994,Prices are very good.,Prices,positive,0,6,,,,,,,Prices,,,,Prices 
994,Prices are very good.,,,,,price,positive,,,,,,price,,, price
366,We could not catch our waiter's eyecomma and he ignored us.,waiter,negative,23,29,,,,,,,waiter,,,,waiter 
366,We could not catch our waiter's eyecomma and he ignored us.,,,,,service,negative,,,,,,service,,, service
3075,Fantastic place.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1270,Plain and simple it's bad thai food.,thai food,negative,26,35,,,,,,,thai food,,,,thai food 
1270,Plain and simple it's bad thai food.,,,,,food,negative,,,,,,food,,, food
3664,Definitely not a restaurant to skip!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3128,They refuse to seat parties of 3 or more on weekends.,,,,,service,negative,,,,,,service,,, service
2097,Usually 3 vs. 4 items per dish.,dish,neutral,26,30,,,,,,,dish,,,,dish 
2097,Usually 3 vs. 4 items per dish.,,,,,food,neutral,,,,,,food,,, food
1705,While certain staples are excellent (the burgercomma some of the pastas)comma the food is not really the point.,burger,positive,41,47,,,,,,,burger,,,,burger 
1705,While certain staples are excellent (the burgercomma some of the pastas)comma the food is not really the point.,pastas,positive,61,67,,,,,,,pastas,,,,pastas 
1705,While certain staples are excellent (the burgercomma some of the pastas)comma the food is not really the point.,food,neutral,74,78,,,,,,,food,,,,food 
1705,While certain staples are excellent (the burgercomma some of the pastas)comma the food is not really the point.,staples,positive,14,21,,,,,,,staples,,,,staples 
1705,While certain staples are excellent (the burgercomma some of the pastas)comma the food is not really the point.,,,,,food,conflict,,,,,,food,,, food
3145,The Dim Sum was so-socomma but not spectacular.,Dim Sum,neutral,4,11,,,,,,,Dim Sum,,,,Dim Sum 
3145,The Dim Sum was so-socomma but not spectacular.,,,,,food,neutral,,,,,,food,,, food
790,The food was so-so.,food,neutral,4,8,,,,,,,food,,,,food 
790,The food was so-so.,,,,,food,neutral,,,,,,food,,, food
9,The waitresscomma seems to be more concerned of looking good than actually waitressing.,waitress,negative,4,12,,,,,,,waitress,,,,waitress 
9,The waitresscomma seems to be more concerned of looking good than actually waitressing.,,,,,service,negative,,,,,,service,,, service
3085,The place is larger than most and features adequate seating unlike most jointscomma and has a bar which deserves a mention.,seating,positive,52,59,,,,,,,seating,,,,seating 
3085,The place is larger than most and features adequate seating unlike most jointscomma and has a bar which deserves a mention.,bar,positive,90,93,,,,,,,bar,,,,bar 
3085,The place is larger than most and features adequate seating unlike most jointscomma and has a bar which deserves a mention.,place,positive,4,9,,,,,,,place,,,,place 
3085,The place is larger than most and features adequate seating unlike most jointscomma and has a bar which deserves a mention.,,,,,ambience,positive,,,,,,ambience,,, ambience
1448,What a ripoff!,,,,,price,negative,,,,,,price,,, price
1933,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,dinner,neutral,41,47,,,,,,,dinner,,,,dinner 
1933,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1661,You can do it here.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1817,Food-awesome.,Food,positive,0,4,,,,,,,Food,,,,Food 
1817,Food-awesome.,,,,,food,positive,,,,,,food,,, food
2512,good musiccomma great foodcomma speedy service affordable prices.,music,positive,5,10,,,,,,,music,,,,music 
2512,good musiccomma great foodcomma speedy service affordable prices.,food,positive,18,22,,,,,,,food,,,,food 
2512,good musiccomma great foodcomma speedy service affordable prices.,service,positive,31,38,,,,,,,service,,,,service 
2512,good musiccomma great foodcomma speedy service affordable prices.,prices,positive,50,56,,,,,,,prices,,,,prices 
2512,good musiccomma great foodcomma speedy service affordable prices.,,,,,food,positive,,,,,,food,,, food
2512,good musiccomma great foodcomma speedy service affordable prices.,,,,,service,positive,,,,,,service,,, service
2512,good musiccomma great foodcomma speedy service affordable prices.,,,,,ambience,positive,,,,,,ambience,,, ambience
2512,good musiccomma great foodcomma speedy service affordable prices.,,,,,price,positive,,,,,,price,,, price
1749,There was a small waitcomma but shorter than I expected.,wait,conflict,18,22,,,,,,,wait,,,,wait 
1749,There was a small waitcomma but shorter than I expected.,,,,,anecdotes/miscellaneous,conflict,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3441,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,conflict,4,20,,,,,,,lobster sandwich,,,,lobster sandwich 
3441,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,price,negative,94,99,,,,,,,price,,,,price 
3441,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,,,,,price,negative,,,,,,price,,, price
3441,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,,,,,food,conflict,,,,,,food,,, food
3260,Maycomma the owner always has a smile on her and will warmly greet you.,owner,positive,9,14,,,,,,,owner,,,,owner 
3260,Maycomma the owner always has a smile on her and will warmly greet you.,,,,,service,positive,,,,,,service,,, service
2910,I've lived in NY for 5 years and this place has it all.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
76,I just read Mocaramel's review and felt compelled to respond.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1971,The sides were ok and incredibly salty.,sides,negative,4,9,,,,,,,sides,,,,sides 
1971,The sides were ok and incredibly salty.,,,,,food,negative,,,,,,food,,, food
1286,It hits the spot every time,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
797,For some reasoncomma all the seafood on the menu was unavailable except for the Salmon.,seafood,negative,25,32,,,,,,,seafood,,,,seafood 
797,For some reasoncomma all the seafood on the menu was unavailable except for the Salmon.,menu,negative,40,44,,,,,,,menu,,,,menu 
797,For some reasoncomma all the seafood on the menu was unavailable except for the Salmon.,Salmon,neutral,76,82,,,,,,,Salmon,,,,Salmon 
797,For some reasoncomma all the seafood on the menu was unavailable except for the Salmon.,,,,,food,negative,,,,,,food,,, food
2315,Not a large placecomma but it's cute and cozy.,place,conflict,12,17,,,,,,,place,,,,place 
2315,Not a large placecomma but it's cute and cozy.,,,,,ambience,conflict,,,,,,ambience,,, ambience
344,Don't be fooled by crowds of people.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1990,and there's no way out.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2900,The beverages were excellentcomma and the dessert was good.,beverages,positive,4,13,,,,,,,beverages,,,,beverages 
2900,The beverages were excellentcomma and the dessert was good.,dessert,positive,38,45,,,,,,,dessert,,,,dessert 
2900,The beverages were excellentcomma and the dessert was good.,,,,,food,positive,,,,,,food,,, food
3122,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess,negative,4,11,,,,,,,hostess,,,,hostess 
3122,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,waitress,negative,20,28,,,,,,,waitress,,,,waitress 
3122,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,,,,service,negative,,,,,,service,,, service
719,Next timecomma we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.,Asian appetizers,positive,74,90,,,,,,,Asian appetizers,,,,Asian appetizers 
719,Next timecomma we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.,drinks,positive,95,101,,,,,,,drinks,,,,drinks 
719,Next timecomma we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.,,,,,food,conflict,,,,,,food,,, food
3669,Please if your thinking about it gocomma and stay the wait you won't be disappointed.,wait,negative,50,54,,,,,,,wait,,,,wait 
3669,Please if your thinking about it gocomma and stay the wait you won't be disappointed.,,,,,anecdotes/miscellaneous,conflict,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3295,I must say the view of NYC is so beautiful!,view,positive,15,19,,,,,,,view,,,,view 
3295,I must say the view of NYC is so beautiful!,,,,,ambience,positive,,,,,,ambience,,, ambience
1130,If you'd like to have a nice light meal with an asian accentcomma Long Tan is a good place on the slope.,meal,positive,35,39,,,,,,,meal,,,,meal 
1130,If you'd like to have a nice light meal with an asian accentcomma Long Tan is a good place on the slope.,,,,,food,positive,,,,,,food,,, food
2896,When going out for a nice dinnercomma I like a nice ambiance as well as very good food.,dinner,positive,26,32,,,,,,,dinner,,,,dinner 
2896,When going out for a nice dinnercomma I like a nice ambiance as well as very good food.,ambiance,positive,48,56,,,,,,,ambiance,,,,ambiance 
2896,When going out for a nice dinnercomma I like a nice ambiance as well as very good food.,food,positive,78,82,,,,,,,food,,,,food 
2896,When going out for a nice dinnercomma I like a nice ambiance as well as very good food.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2299,For all you lazy folks that don't want to come to Alphabet Citycomma I saycomma good - stay out.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1652,Otherwisecomma this place has great service and prices and a nice friendly atmosphere.,service,positive,32,39,,,,,,,service,,,,service 
1652,Otherwisecomma this place has great service and prices and a nice friendly atmosphere.,prices,positive,44,50,,,,,,,prices,,,,prices 
1652,Otherwisecomma this place has great service and prices and a nice friendly atmosphere.,atmosphere,positive,71,81,,,,,,,atmosphere,,,,atmosphere 
1652,Otherwisecomma this place has great service and prices and a nice friendly atmosphere.,,,,,service,positive,,,,,,service,,, service
1652,Otherwisecomma this place has great service and prices and a nice friendly atmosphere.,,,,,ambience,positive,,,,,,ambience,,, ambience
1652,Otherwisecomma this place has great service and prices and a nice friendly atmosphere.,,,,,price,positive,,,,,,price,,, price
2128,Highly recommend this as great value for excellent sushi and service.,sushi,positive,51,56,,,,,,,sushi,,,,sushi 
2128,Highly recommend this as great value for excellent sushi and service.,service,positive,61,68,,,,,,,service,,,,service 
2128,Highly recommend this as great value for excellent sushi and service.,value,positive,31,36,,,,,,,value,,,,value 
2128,Highly recommend this as great value for excellent sushi and service.,,,,,food,positive,,,,,,food,,, food
2128,Highly recommend this as great value for excellent sushi and service.,,,,,service,positive,,,,,,service,,, service
2128,Highly recommend this as great value for excellent sushi and service.,,,,,price,positive,,,,,,price,,, price
2835,This place would be so much better served by being run by a group that actually understands customer service.,service,negative,101,108,,,,,,,service,,,,service 
2835,This place would be so much better served by being run by a group that actually understands customer service.,served,negative,35,41,,,,,,,served,,,,served 
2835,This place would be so much better served by being run by a group that actually understands customer service.,,,,,service,negative,,,,,,service,,, service
778,A++   The service was good to excellent along with the attitude.,service,positive,10,17,,,,,,,service,,,,service 
778,A++   The service was good to excellent along with the attitude.,attitude,positive,55,63,,,,,,,attitude,,,,attitude 
778,A++   The service was good to excellent along with the attitude.,,,,,service,positive,,,,,,service,,, service
3029,This is my fourth try over a two year periodcomma and I'm done.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1672,The food is awesome - definitely try the striped bass.,food,positive,4,8,,,,,,,food,,,,food 
1672,The food is awesome - definitely try the striped bass.,striped bass,positive,41,53,,,,,,,striped bass,,,,striped bass 
1672,The food is awesome - definitely try the striped bass.,,,,,food,positive,,,,,,food,,, food
1125,The music does get a little loud at timescomma but it just made me want to lean closer to my beautiful wifecomma and as I didcomma I got a whiff of corriander.,music,conflict,4,9,,,,,,,music,,,,music 
1125,The music does get a little loud at timescomma but it just made me want to lean closer to my beautiful wifecomma and as I didcomma I got a whiff of corriander.,corriander,neutral,136,146,,,,,,,corriander,,,,corriander 
1125,The music does get a little loud at timescomma but it just made me want to lean closer to my beautiful wifecomma and as I didcomma I got a whiff of corriander.,,,,,ambience,conflict,,,,,,ambience,,, ambience
3694,black white shakes came out good also.,black white shakes,positive,0,18,,,,,,,black white shakes,,,,black white shakes 
3694,black white shakes came out good also.,,,,,food,positive,,,,,,food,,, food
2721,It's simply the best meal in NYC.,meal,positive,21,25,,,,,,,meal,,,,meal 
2721,It's simply the best meal in NYC.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
884,Probably would not go again...,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
954,After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,neutral,82,88,,,,,,,dinner,,,,dinner 
954,After passing by this restaurant for sometime I finally decided to go in and have dinner.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2452,The seating was if they were trying to get the maximum amount of people into the restaurantcomma so be nice to your neighbor when you dine here.,seating,negative,4,11,,,,,,,seating,,,,seating 
2452,The seating was if they were trying to get the maximum amount of people into the restaurantcomma so be nice to your neighbor when you dine here.,,,,,ambience,negative,,,,,,ambience,,, ambience
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral,14,27,,,,,,,chu chu curry,,,,chu chu curry 
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral,54,70,,,,,,,pad thai chicken,,,,pad thai chicken 
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,,,,,food,neutral,,,,,,food,,, food
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,neutral,63,67,,,,,,,food,,,,food 
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix fixe,neutral,25,34,,,,,,,prix fixe,,,,prix fixe 
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,,,,,food,neutral,,,,,,food,,, food
2494,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1533,Howevercomma they've got the most amazing pastrami and the soups hit the spot.,pastrami,positive,38,46,,,,,,,pastrami,,,,pastrami 
1533,Howevercomma they've got the most amazing pastrami and the soups hit the spot.,soups,positive,55,60,,,,,,,soups,,,,soups 
1533,Howevercomma they've got the most amazing pastrami and the soups hit the spot.,,,,,food,positive,,,,,,food,,, food
1055,Great bagels made the old-fashioned way.,bagels,positive,6,12,,,,,,,bagels,,,,bagels 
1055,Great bagels made the old-fashioned way.,,,,,food,positive,,,,,,food,,, food
1784,This is some really goodcomma inexpensive sushi.,sushi,positive,38,43,,,,,,,sushi,,,,sushi 
1784,This is some really goodcomma inexpensive sushi.,,,,,food,positive,,,,,,food,,, food
1784,This is some really goodcomma inexpensive sushi.,,,,,price,positive,,,,,,price,,, price
2178,my personal favorite is an everything bagel with lox spreadcomma but all the bagles are unbeliavably good.,bagel with lox spread,positive,38,59,,,,,,,bagel with lox spread,,,,bagel with lox spread 
2178,my personal favorite is an everything bagel with lox spreadcomma but all the bagles are unbeliavably good.,bagles,positive,73,79,,,,,,,bagles,,,,bagles 
2178,my personal favorite is an everything bagel with lox spreadcomma but all the bagles are unbeliavably good.,,,,,food,positive,,,,,,food,,, food
1689,I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappycomma too.,food,negative,46,50,,,,,,,food,,,,food 
1689,I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappycomma too.,quality of food,negative,80,95,,,,,,,quality of food,,,,quality of food 
1689,I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappycomma too.,,,,,food,negative,,,,,,food,,, food
771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,lobby area,negative,53,63,,,,,,,lobby area,,,,lobby area 
771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,negative,156,162,,,,,,,seated,,,,seated 
